2023-05-30 15:22:52,388 INFO  Logger.cs: 70 - 
2023-05-30 16:05:10,321 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in R_swerve_motor_assy2-1-1
2023-05-30 16:05:10,322 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,324 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,327 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,328 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,328 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,329 INFO  ExportHelperExtension.cs: 1136 - Found 52 in MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,330 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,331 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,332 INFO  ExportHelperExtension.cs: 1136 - Found 52 in MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,333 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,333 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,335 INFO  ExportHelperExtension.cs: 1136 - Found 53 in R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,335 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,336 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,336 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,337 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,339 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,339 INFO  ExportHelperExtension.cs: 1136 - Found 359 in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,342 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from floor-1
2023-05-30 16:05:10,344 INFO  ExportHelperExtension.cs: 1136 - Found 27 in floor-1
2023-05-30 16:05:10,344 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in floor-1
2023-05-30 16:05:10,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot assy.SLDASM
2023-05-30 16:05:10,345 INFO  ExportHelperExtension.cs: 1136 - Found 50 in robot assy.SLDASM
2023-05-30 16:05:10,346 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot assy.SLDASM
2023-05-30 16:05:10,347 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-30 16:05:10,347 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-30 16:05:10,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-4
2023-05-30 16:05:10,348 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-4
2023-05-30 16:05:10,349 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-4
2023-05-30 16:05:10,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from R_swerve_motor_assy2-1-1
2023-05-30 16:05:10,351 INFO  ExportHelperExtension.cs: 1136 - Found 53 in R_swerve_motor_assy2-1-1
2023-05-30 16:05:10,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in R_swerve_motor_assy2-1-1
2023-05-30 16:05:10,351 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,352 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,352 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-6
2023-05-30 16:05:10,353 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,353 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-1
2023-05-30 16:05:10,354 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,355 INFO  ExportHelperExtension.cs: 1136 - Found 52 in MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MirrorR_swerve_motor_assy2-1-1
2023-05-30 16:05:10,356 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,356 INFO  ExportHelperExtension.cs: 1136 - Found 52 in MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,357 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in MirrorR_swerve_motor_assy2-1-3
2023-05-30 16:05:10,358 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,358 INFO  ExportHelperExtension.cs: 1136 - Found 53 in R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,358 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in R_swerve_motor_assy2-1-2
2023-05-30 16:05:10,359 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,359 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,360 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Motor, BLDC, Hoverboard Wheel, 6.5in-1-2
2023-05-30 16:05:10,360 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,361 INFO  ExportHelperExtension.cs: 1136 - Found 359 in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,363 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in ODR_REV1_ASSY_REV2-1-1
2023-05-30 16:05:10,363 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from floor-1
2023-05-30 16:05:10,363 INFO  ExportHelperExtension.cs: 1136 - Found 27 in floor-1
2023-05-30 16:05:10,364 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in floor-1
2023-05-30 16:05:10,393 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-30 16:05:10,394 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-30 16:05:10,397 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-30 16:05:21,728 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:05:22,163 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:05:22,373 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:05:23,076 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:06:18,150 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:06:32,112 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:06:52,823 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:08:21,557 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:08:21,752 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:08:21,949 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:08:22,465 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:08:34,210 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-05-30 16:08:34,279 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-30 16:30:57,477 INFO  SwAddin.cs: 294 - Assembly export called for file robot assy.SLDASM
2023-05-30 16:30:57,478 INFO  SwAddin.cs: 299 - Save is required
2023-05-30 16:30:57,478 INFO  SwAddin.cs: 313 - Saving assembly
2023-05-30 16:31:01,499 INFO  SwAddin.cs: 316 - Opening property manager
2023-05-30 16:31:01,500 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot assy.SLDASM
2023-05-30 16:31:01,501 INFO  ExportHelperExtension.cs: 1136 - Found 50 in robot assy.SLDASM
2023-05-30 16:31:01,502 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot assy.SLDASM
2023-05-30 16:31:01,502 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-30 16:31:01,503 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2023-05-30 16:31:01,503 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from LF_wheel^robot assy-1
2023-05-30 16:31:01,505 INFO  ExportHelperExtension.cs: 1136 - Found 29 in LF_wheel^robot assy-1
2023-05-30 16:31:01,505 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in LF_wheel^robot assy-1
2023-05-30 16:31:01,506 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FR-joint^robot assy-1
2023-05-30 16:31:01,506 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FR-joint^robot assy-1
2023-05-30 16:31:01,507 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FR-joint^robot assy-1
2023-05-30 16:31:01,507 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FR-wheel^robot assy-1
2023-05-30 16:31:01,508 INFO  ExportHelperExtension.cs: 1136 - Found 29 in FR-wheel^robot assy-1
2023-05-30 16:31:01,509 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FR-wheel^robot assy-1
2023-05-30 16:31:01,510 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RR-wheel^robot assy-1
2023-05-30 16:31:01,510 INFO  ExportHelperExtension.cs: 1136 - Found 29 in RR-wheel^robot assy-1
2023-05-30 16:31:01,511 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RR-wheel^robot assy-1
2023-05-30 16:31:01,512 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FL-joint^robot assy-1
2023-05-30 16:31:01,512 INFO  ExportHelperExtension.cs: 1136 - Found 55 in FL-joint^robot assy-1
2023-05-30 16:31:01,514 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FL-joint^robot assy-1
2023-05-30 16:31:01,515 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Copy of MirrorR_swerve_motor_assy2-1^robot assy-3
2023-05-30 16:31:01,515 INFO  ExportHelperExtension.cs: 1136 - Found 55 in Copy of MirrorR_swerve_motor_assy2-1^robot assy-3
2023-05-30 16:31:01,516 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Copy of MirrorR_swerve_motor_assy2-1^robot assy-3
2023-05-30 16:31:01,517 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RL-joint^robot assy-2
2023-05-30 16:31:01,518 INFO  ExportHelperExtension.cs: 1136 - Found 55 in RL-joint^robot assy-2
2023-05-30 16:31:01,519 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RL-joint^robot assy-2
2023-05-30 16:31:01,519 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RL-wheel^robot assy-1
